datetime,peak_freq,peak_power,peak_phase_rad,bandwidth_30db,bandwidth_20db,bandwidth_3db,dynamic_range,average_power_dbm,noise_floor_dBm,snr_db,centroid_freq,variance_freq,skewness_freq,kurtosis_freq,fluctuation_coeff,papr_linear,spectral_concentration,envelope_std,envelope_rms,linear_mean_deg,linear_std_deg,doppler_spread,avg_phase_change_rate_deg_per_sample,phase_rate_rms_deg,drift_rate_rms,avg_freq_offset
2025-10-04 01:10:00,-23.889261744966444,-79.5615557201298,-0.013348309015610122,128.7718120805369,8.630872483221477,0.5536912751677853,80.45930009234415,-76.23384027180205,-127.95716591775215,48.39561019762236,-31.098378355911922,150590.79123008903,-0.13262050351532642,15.00119026162884,0.47847685904947085,3.3890343676880543,0.4898497784040416,8.460339280429884e-06,3.449845315915986e-05,4.113692846575405,2.614054255913377e-06,257.91141154680093,17.641779924134713,93245.26442064591,1659653.5842399357,-131.77531597745605
2025-10-04 01:20:00,-26.003367003367003,-79.63101078642326,0.10763154572189867,140.97643097643098,8.845117845117844,0.5353535353535354,80.49845228748057,-76.23059057418867,-127.95404338034962,48.32303259392635,-32.889529519214776,150428.2767306133,-0.11797924654405252,14.992401802227315,0.4787145957220976,3.4440247705979172,0.48032110817842966,8.464527945984661e-06,3.4511311706656114e-05,3.6771745445276096,2.370592165442923e-06,257.31985859060893,17.646428147941222,93107.29391082379,1658052.662311205,-133.9258467319682
2025-10-04 01:30:00,-28.144781144781145,-79.5460187350204,-0.09942767778314116,171.4949494949495,8.565656565656566,0.5892255892255892,80.60759262060459,-76.2259999974224,-127.96629776613736,48.42027903111697,-34.91787200609755,150358.44838330924,-0.10458225101889171,15.004124262469135,0.4786341623249185,3.4026834154894763,0.4916442778814403,8.46669480447543e-06,3.452948914096359e-05,-9.050234784447229,2.0881228617818743e-06,257.39250706704496,17.659684447026383,93207.96763994235,1657641.4778371302,-135.92113021220322
2025-10-04 01:40:00,-36.91216216216216,-79.61833491899058,0.27707910980556205,170.30405405405406,8.824324324324325,0.5844594594594594,79.701142409,-76.21876707549768,-127.95182752599608,48.33349260700549,-42.46869129156264,150002.16904865165,-0.04249834834865405,15.047281133867799,0.4787312952355314,3.4253593529287656,0.4845136918282111,8.475229039695778e-06,3.4558212141486205e-05,5.050956471986479,1.8677911432734507e-06,256.62336285068886,17.70547703219346,93335.24715411602,1652889.965899984,-144.68204220372294
2025-10-04 01:50:00,-44.82214765100671,-79.43273271614814,-0.11306401284720528,112.6744966442953,8.379194630872483,0.49328859060402686,80.60933613270053,-76.21679240727033,-127.94452923952056,48.511796523372425,-49.373429444462076,150109.77087582802,0.016602261625175845,15.0430099653335,0.4786793711575691,3.4514821317298465,0.5014573392711192,8.476071682414956e-06,3.4566159274372e-05,8.541061889376962,1.5701465459134386e-06,256.78192164025484,17.815910212086074,93832.70411660988,1653991.7318630016,-152.61309161753653
2025-10-04 02:00:00,-49.61616161616162,-79.51233706966079,0.28390151210824693,128.3872053872054,8.35016835016835,0.5252525252525253,80.58615152666229,-76.22344695330611,-127.94943314797565,48.43709607831487,-53.639448373175895,150326.76940173816,0.04593916081386439,15.01733034121233,0.4786130075516455,3.4059862694706937,0.49379964513730473,8.472681385952691e-06,3.453975754977458e-05,-2.713214891629623,1.3561290905859874e-06,257.20322668552564,17.921353108719245,94288.34212263959,1656649.7068346075,-157.4006170080167
2025-10-04 02:10:00,-52.53020134228188,-79.56873420950434,-0.03272776249787507,181.81879194630872,8.56711409395973,0.6241610738255033,79.98275250591796,-76.21859742821493,-127.94935398231678,48.38061977281245,-56.34985360771511,150514.24064993282,0.061291192083333834,14.98874583900098,0.47924820395179796,3.416611981755356,0.48911837762493016,8.485098524217934e-06,3.455905206539697e-05,8.057733837852203,1.3955043953943959e-06,257.4046403978428,17.97719656801009,94573.95004083017,1657862.0002676384,-160.46476253209235
2025-10-04 02:20:00,-57.09395973154363,-79.52545376650774,0.1114870566880331,170.6711409395973,8.513422818791947,0.5469798657718121,79.89786167513252,-76.22111341098395,-127.94610359860171,48.42064983209398,-60.60521765495504,150564.38510944863,0.08405632072049216,14.99777117670435,0.4785142956275354,3.4426459035186885,0.49254986627473124,8.471353789488403e-06,3.454893752878469e-05,-3.476947856100003,1.3453755170967355e-06,257.2302900409507,18.058481282201157,94840.01262777454,1658811.7606942118,-164.81305024860353
2025-10-04 02:30:00,-66.02341137123746,-79.5728519604391,0.10765705053654505,181.69230769230768,8.57190635451505,0.5083612040133779,80.31483125161587,-76.21318638918785,-127.94187614900517,48.369024188566065,-68.28071384825819,150248.5137102726,0.1512938681852587,15.041604607338574,0.4786926030099289,3.4119166037189643,0.4854115298328923,8.482039770030516e-06,3.4580609888427634e-05,-3.639748919035416,1.2150362794888572e-06,256.83368214214636,18.198594607282324,95455.95209253012,1655173.0860382963,-173.7982986405315
2025-10-04 02:40:00,-71.48821548821549,-79.55313167156875,-0.09536436214708173,251.26936026936028,8.61952861952862,0.6060606060606061,80.11823640772575,-76.20693264033703,-127.94105422187154,48.38792255030279,-73.09345205560275,150376.74842262384,0.1901389003556622,15.045593639838339,0.4785444270801961,3.435239030290109,0.48877236507759847,8.48460973157133e-06,3.460548372927478e-05,4.6592690968063355,1.190960910878007e-06,257.14309044332873,18.315046274487802,96066.55457374627,1655192.8146651522,-179.29378000875883
