d,cc,z,tall,o3,pv,r,ciwc,clwc,q,crwc,cswc,t,u,v,w,vo
-1.3584914533333332e-05,0.437524715,48307.54713333333,4925.998902166667,9.476950016666668e-08,3.776754383333333e-07,83.07074233333334,1.5728978666666667e-05,6.858370351666667e-05,0.0038560703333333,7.961075283333333e-09,7.203192116666667e-05,269.2576883333333,18.82840033333333,4.21411705,-0.2593639308333333,-4.0750901333333336e-05
-3.5861468e-05,0.702334355,48323.31716666667,4927.6069981,7.9049015e-08,1.0358187733333334e-06,87.76076516666666,4.071819983333334e-05,2.911998533333333e-05,0.0040592785,2.0984634916666666e-07,0.0002293298333333,269.24462666666665,19.639635666666667,4.29331655,-0.4153946316666666,3.6038503333333335e-05
-3.137129602166667e-05,0.61892631,48390.24615,4934.431854783334,7.532671066666668e-08,7.424785833333333e-07,87.469359,3.401217866666667e-05,3.211108083333333e-05,0.0040726385,2.344437386666667e-06,0.0002956145,269.1231333333333,21.1237205,3.1806030616666665,-0.4406394033333333,7.187374966666668e-06
-3.326275666666666e-05,0.397428625,48413.78711666667,4936.832365533333,7.41329125e-08,5.457395333333333e-07,86.99723333333333,1.5937746533333334e-05,2.2965973e-05,0.0041446175,4.633097325e-06,0.0002296969999999,268.94551333333334,21.043136166666667,4.424676230833334,-0.5934018833333333,-1.4682043233333334e-05
-6.764340200000001e-06,0.4882596133333333,48386.39545,4934.039192716667,8.034059233333333e-08,3.0567244e-07,89.82251316666667,2.7689413433333333e-05,4.6354415666666665e-05,0.0043620251666666,4.254978983333333e-06,0.00012993501,268.845865,20.8314535,5.357591283333334,-0.3534082373333334,-4.555281774999999e-05
4.596219783333333e-06,0.3453219916666667,48405.3915,4935.976250883333,8.19933625e-08,3.361391225e-07,88.54708616666666,1.43063964e-05,3.878428421666667e-05,0.0044430498333333,3.5988799333333336e-06,4.780265083333333e-05,268.9420166666667,20.26229645,5.833511883333333,-0.295598688,-4.03579184e-05
8.5574175e-06,0.4677316483333333,48368.63311666666,4932.227938733334,7.849674433333334e-08,3.663983583333333e-07,94.70479833333331,9.593645016666666e-06,0.0001024792028566,0.0046767233333333,5.425277010166666e-06,7.743750250000001e-05,268.8174616666667,20.22197723333333,6.34072815,-0.4535477,-3.991874105e-05
-5.297949833333332e-06,0.55727322,48309.9254,4926.241417716667,7.416253833333333e-08,6.654365433333333e-07,95.13534,1.8680161066666664e-05,0.0001252193461666,0.0047870835,8.791221952166667e-06,0.0001784070133333,268.98787833333336,20.880905666666667,7.314715933333333,-0.6205292203333334,-1.0246492216666668e-05
-6.585492333333332e-06,0.5729087416666666,48284.192233333335,4923.617365183333,7.519274916666668e-08,4.4800665500000004e-07,93.34870166666668,1.47566059e-05,0.0001274728773333,0.0047771673333333,1.3383616571e-05,0.0001224838906666,269.0693366666667,21.923155883333333,6.363752166666667,-0.4410092051666667,-3.349566395e-05
-2.2080113733333345e-06,0.5236983816666666,48256.27121666667,4920.770213833333,7.663359766666668e-08,4.1266525666666665e-07,94.675538,1.0485915766666666e-05,0.0001159651732863,0.0047902945,1.3198142749166669e-05,7.911843733333334e-05,268.95568833333334,22.151083666666665,6.505988299999999,-0.2669167613333333,-3.4845e-05
